filename;academie;nom_de_l_organisme_gestionnaire;ndegfiness_de_l_etablissement_de_formation;nom_de_l_etablissement_de_formation;sigle_de_l_etablissement_de_formation;adresse_de_l_etablissement_de_formation;commune_de_l_etablissement_de_formation;code_uai_de_l_etablissement_source_onisep_data_education_gouv_fr;nom_site_de_formation;adresse_site_de_formation;adressegeoloc;dpt_site_de_formation;cp_site_de_formation;commune_site_de_formation;libelle_formation;sigle_diplome;code_diplome;niveau;duree_formation;p2023;geo
sanitaire;Paris;APHP - Espace Paul Broussais - Batiment ADY STEG (ex Pitié Salpêtrière);750712184;APHP - Espace Paul Broussais - Batiment ADY STEG (ex Pitié Salpêtrière);;;;;APHP - Espace Paul Broussais - Batiment ADY STEG (ex Pitié Salpêtrière);;8 RUE MARIA HELENA VIEIRA DA SILVA;75;75014;PARIS;Infirmier anesthésiste (IADE);;;7;1 an;100.0;48.828285, 2.311243
sanitaire;Paris;APHP - Pitié Salpêtrière;750100125;APHP - Pitié Salpêtrière;;;;;APHP - Pitié Salpêtrière;;47 BOULEVARD DE L' HOPITAL;75;75013;PARIS;Infirmier (IDE);;36033102T;6;3 ans;194.0;48.840209, 2.36322
sanitaire;Versailles;CASH;920008299;CASH;;;;;CASH;;1 rue du 1er Mai;92;92000;NANTERRE;Aide soignant (AS);;56033102T;4;1 an;60.0;48.908478, 2.212569
sanitaire;Paris;CFA Paris Académie d'entreprise (Académie de Paris), site lycée d'Alembert;750023509;CFA Paris Académie d'entreprise (Académie de Paris), site lycée d'Alembert;;;;;CFA Paris Académie d'entreprise (Académie de Paris), site lycée d'Alembert;;22 SENTE DES DOREES;75;75019;PARIS;Auxiliaire de puériculture (AP);;56033103T;4;1 an;120.0;48.888236, 2.39345
sanitaire;Créteil;CFLC - Centre de Formation Louise COUVE;930817689;CFLC - Centre de Formation Louise COUVE;;;;;CFLC - Centre de Formation Louise COUVE;;46 rue de la Commune de Paris;93;93300;AUBERVILLIERS;Auxiliaire de puériculture (AP);;56033103T;4;1 an;80.0;48.910754, 2.380189
sanitaire;Versailles;CH René DUBOS - GHT NOVO;950800995;CH René DUBOS - GHT NOVO;;;;;CH René DUBOS - GHT NOVO;;3 BIS AVENUE ILE DE FRANCE;95;95000;CERGY PONTOISE;Aide soignant (AS);;56033102T;4;1 an;40.0;49.042101, 2.061359
sanitaire;Versailles;CH René DUBOS - GHT NOVO;950800995;CH René DUBOS - GHT NOVO;;;;;CH René DUBOS - GHT NOVO;;3 BIS AVENUE ILE DE FRANCE;95;95000;CERGY PONTOISE;Infirmier (IDE);;36033102T;6;3 ans;95.0;49.042101, 2.061359
sanitaire;Versailles;CHI de Meulan les Mureaux - CHIMM (GHT 78 nord);780000428;CHI de Meulan les Mureaux - CHIMM (GHT 78 nord);;;;;CHI de Meulan les Mureaux - CHIMM (GHT 78 nord);;1 RUE BAPTISTE MARCET;78;78250;MEULAN-LES MUREAUX;Ergothérapie (ERGO);;26033102T;6;3 ans;40.0;49.011517, 1.926293
sanitaire;Versailles;CHI de Poissy St Germain en Laye - CHIPS (GHT 78 nord);780009908;CHI de Poissy St Germain en Laye - CHIPS (GHT 78 nord);;;;;CHI de Poissy St Germain en Laye - CHIPS (GHT 78 nord);;2 avenue de la source de la Bièvre;78;78180;MONTIGNY-LE-BRETONNEUX;Infirmier anesthésiste (IADE);;;7;2 ans;30.0;48.783795, 2.039701
sanitaire;Créteil;CRF école de la CROIX ROUGE FRANCAISE;;CRF école de la CROIX ROUGE FRANCAISE;;;;;CRF école de la CROIX ROUGE FRANCAISE;;120 AV GASTON ROUSSEL;93;93230;ROMAINVILLE;Ambulancier (AMB);;56033104T;3;1 an;80.0;48.893956, 2.433692
sanitaire;Versailles;FORMA SANTE SAS, Groupe ASF (ex Œuvre française hospitalière de l'Ordre de Malte);en cours attribution: établt secondaire du SIREN FORMA SANTE =420309627;FORMA SANTE SAS, Groupe ASF (ex Œuvre française hospitalière de l'Ordre de Malte);;;;;FORMA SANTE SAS, Groupe ASF (ex Œuvre française hospitalière de l'Ordre de Malte);;13 RUE DE L'ECOLE DES POSTES;78;78000;VERSAILLES;Ambulancier (AMB);;56033104T;3;1 an;110.0;48.803036, 2.157305
sanitaire;Paris;GH Paris Saint Joseph;750000523;GH Paris Saint Joseph;;;;;GH Paris Saint Joseph;;185 RUE RAYMOND LOSSERAND;75;75014;PARIS;Auxiliaire de puériculture (AP);;56033103T;4;1 an;45.0;48.829796, 2.310073
sanitaire;Paris;GH Paris Saint Joseph;750000523;GH Paris Saint Joseph;;;;;GH Paris Saint Joseph;;185 RUE RAYMOND LOSSERAND;75;75014;PARIS;Infirmier (IDE);;36033102T;6;3 ans;120.0;48.829796, 2.310073
sanitaire;Créteil;INFA;;INFA;;;;;INFA;;11 rue Alfred Nobel;77;77420;CHAMPS SUR MARNE;Aide soignant (AS);;56033102T;4;1 an;100.0;48.837776, 2.589119
sanitaire;Paris;"lycée Diderot - Greta GPI2D
(reprise du lycée Rabelais - Greta M2S)";750814642;"lycée Diderot - Greta GPI2D
(reprise du lycée Rabelais - Greta M2S)";;;;;"lycée Diderot - Greta GPI2D
(reprise du lycée Rabelais - Greta M2S)";;134 rue d'Aubervilliers;75;75019;PARIS;Aide soignant (AS);;56033102T;4;1 an;65.0;48.892171, 2.369467
sanitaire;Versailles;lycée Henri Matisse (GRETA);;lycée Henri Matisse (GRETA);;;;;lycée Henri Matisse (GRETA);;55 RUE DE MONTFORT;78;78190;TRAPPES;Auxiliaire de puériculture (AP);;56033103T;4;1 an;44.0;48.781555, 1.993521
sanitaire;Versailles;UVSQ - Université de Saint-Quentin en Yvelines;780800405;UVSQ - Université de Saint-Quentin en Yvelines;;;;;UVSQ - Université de Saint-Quentin en Yvelines;;2 AVENUE DE LA SOURCE DE LA BIEVRE;78;78180;MONTIGNY-LE-BRETONNEUX;Sage-femme (SF);;36033111T;7;4 ans;65.0;48.783795, 2.039701
social;Versailles;1901 FORMATION;920013638;1901 FORMATION;1901 FORMATION;6 rue du Maréchal Juin 92100 BOULOGNE;BOULOGNE;NC;1901 Formation;". 6 rue du Maréchal Juin 92100 BOULOGNE (site principal)
. 2, rue du Ponceau 92130 Issy-les-Moulineaux (site secondaire)";6 rue du Maréchal Juin;92;92100;BOULOGNE-BILLANCOURT;Accompagnant éducatif et social;DEAES;56033204;3;1 an;120.0;48.83262, 2.228127
social;Paris;Association Action et Formation pour l'Aide au Maintien au Domicile;750043564;Association Action et Formation pour l'Aide au Maintien au Domicile;AFPAM;97 rue Pelleport  75020 PARIS;PARIS;NC;AFPAM;97 rue Pelleport  75020 PARIS;97 rue Pelleport;75;75020;PARIS;Accompagnant éducatif et social;DEAES;56033207;3;1 an;34.0;48.870049, 2.399652
social;Versailles;ASSOFAC;750029399;ASSOFAC;ASSOFAC;43 bis rue d'Hautpoul 75019 PARIS;PARIS;NC;ASSOFAC;30 avenue de l'Ile Saint Martin 92000 NANTERRE;30 avenue de l'Ile Saint Martin;92;92000;NANTERRE;Accompagnant éducatif et social;DEAES;56033207;3;1 an;18.0;48.91685, 2.217981
social;Versailles;SAUVEGARDE DE L'ENFANT, DE L'ADOLESCENT ET DE L'ADULTE EN YVELINES;780801064;BUC RESSOURCES;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;BUC;0783192W;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;1 bis rue Louis Massotte;78;78530;BUC;Assistant de Service Social;DEASS;26033205;6;3 ans;38.0;48.774267, 2.127061
social;Créteil;CERPE - CENTRE D'ETUDE ET DE RECHERCHE POUR LA PETITE ENFANCE;930811393;CENTRE D'ETUDE ET DE RECHERCHE POUR LA PETITE ENFANCE;CERPE;52 rue Charles Tillon - 93300 AUBERVILLIERS;AUBERVILLIERS;0932014J;CERPE;52 rue Charles Tillon - 93300 AUBERVILLIERS;52 rue Charles Tillon;93;93300;AUBERVILLIERS;Certificat d'aptitude aux fonctions d'encadrement et de responsable d'unité d'intervention sociale;CAFERUIS;26033207;6;2 ans;15.0;48.917289, 2.393309
social;Paris;CRAMIF;750814444;ECOLE DE SERVICE SOCIAL DE LA CRAMIF;CRAMIF;17 avenue de Flandre - 75954 PARIS Cedex 19;PARIS;NC;Ecole de Service Social de la CRAMIF;17-19 Place de l'Argonne - 75019 PARIS;17 Place de l'Argonne;75;75019;PARIS;Assistant de Service Social;DEASS;26033205;6;3 ans;40.0;48.893306, 2.383164
social;Paris;FONDATION OEUVRE DE LA CROIX SAINT SIMON;-;ECOLE DE TRAVAIL SOCIAL PARIS CROIX SAINT-SIMON;ETS PARIS CROIX SAINT SIMON;35 Rue du Plateau - CS 20004 - 75958 PARIS CEDEX 19;PARIS;à compléter;ECOLE DE TRAVAIL SOCIAL PARIS CROIX SAINT-SIMON;158 rue de Bagnolet - 75020 PARIS;158 rue de Bagnolet;75;75020;PARIS;Assistant de Service Social;DEASS;26033205;6;3 ans;45.0;48.862781, 2.407233
social;Paris;ECOLE NORMALE SOCIALE;750814683;ECOLE NORMALE SOCIALE;ENS;2 Rue de Torcy - 75018 PARIS;PARIS;0754791A;Ecole Normale Sociale;2 Rue de Torcy - 75018 PARIS;2 Rue de Torcy;75;75018;PARIS;Assistant de Service Social;DEASS;26033205;6;3 ans;45.0;48.891188, 2.365203
social;Versailles;ASSOCIATION ECOLE PRATIQUE DE SERVICE SOCIAL;950809095;ECOLE PRATIQUE DE SERVICE SOCIAL;EPSS;139 boulevard du Montparnasse - 75006 PARIS;PARIS;0753597C;EPSS - CERGY;13 bd de l'Hautil – 95000 CERGY;13 bd de l'Hautil;95;95000;CERGY;Educateur Spécialisé;DEES;26033202;6;3 ans;100.0;49.031763, 2.074459
social;Paris;ASSOCIATION DES SURINTENDANTES D'USINES ET DE SERVICES SOCIAUX;750814527;ECOLE SUPERIEURE DE TRAVAIL SOCIAL;ETSUP;Tour Maine Montparnasse - 33 avenue du Maine - 75015 PARIS;PARIS;0753602H;Ecole Supérieure de Travail Social;Tour Maine Montparnasse - 33 avenue du Maine - 75015 PARIS;33 avenue du Maine;75;75015;PARIS;Educateur Jeunes Enfants;DEEJE;26033203;6;3 ans;50.0;48.842274, 2.32124
social;Versailles;GRETA DES YVELINES/LYCEE POLYVALENT VIOLLET-LE-DUC;-;GRETA DES YVELINES / LYCEE POLYVALENT VIOLLET-LE-DUC;GRETA DU 78;1 Route de Septeuil 78640 VILLIERS SAINT FREDERIC;VILLIERS ST FREDERIC;0781908A;Lycée Camille CLAUDEL;20 rue de la Lyre - 78711 MANTES LA VILLE;20 rue de la Lyre;78;78711;MANTES LA VILLE;Accompagnant éducatif et social;DEAES;56033207;3;1 an;20.0;48.964088, 1.716248
social;Versailles;INITIATIVES;920000080;INITIATIVES;INITIATIVES;43 Boulevard du Maréchal Joffre – 92340 BOURG-LA-REINE;BOURG-LA-REINE;NC;INITIATIVES;43 Boulevard du Maréchal Joffre – 92340 BOURG-LA-REINE;43 Bd Maréchal Joffre;92;92340;BOURG LA REINE;Educateur Spécialisé;DEES;26033202;6;3 ans;35.0;48.782796, 2.315144
social;Versailles;INSTITUT DE RESSOURCES EN INTERVENTION SOCIALE;920013398;INSTITUT DE RESSOURCES EN INTERVENTION SOCIALE;IRIS;6 bis rue Denis Papin - 92600 ASNIERES/SEINE;ASNIERES/SEINE;NC;IRIS;6 bis rue Denis Papin - 92600 ASNIERES/SEINE;6 bis rue Denis Papin;92;92600;Asnières sur Seine;Certificat d'aptitude aux fonctions d'encadrement et de responsable d'unité d'intervention sociale;CAFERUIS;26033207;6;2 ans;50.0;48.906584, 2.283114
social;Créteil;FONDATION ITSRS;920806890;IRTS IDF MONTROUGE - NEUILLY/MARNE;IRTS IDF;150 avenue Paul-Vaillant Couturier 93330 NEUILLY-SUR-MARNE;NEUILLY-SUR-MARNE;0932755P;IRTS IDF MONTROUGE - NEUILLY/MARNE - Site Neuilly/Marne;150 avenue Paul-Vaillant Couturier - 93330 NEUILLY-SUR-MARNE;150 avenue Paul-Vaillant Couturier;93;93330;NEUILLY SUR MARNE;Certificat d'aptitude aux fonctions d'encadrement et de responsable d'unité d'intervention sociale;CAFERUIS;26033207;6;2 ans;40.0;48.866455, 2.561007
social;Paris;ASSOCIATION INSTITUT PARMENTIER;750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;145 avenue Parmentier - 75010 PARIS;PARIS;NC;IRTS PARIS IDF - Etablissement de Paris;145 avenue Parmentier - 75010 PARIS;145 avenue Parmentier;75;75010;PARIS;Assistant de Service Social;DEASS;26033205;6;3 ans;60.0;48.870777, 2.370284
social;Paris;ASSOCIATION INSTITUT PARMENTIER;750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;145 avenue Parmentier - 75010 PARIS;PARIS;NC;IRTS PARIS IDF - Etablissement de Paris;"145 avenue Parmentier
75010 PARIS";145 avenue Parmentier;75;75010;PARIS;Conseiller en Economie Sociale et Familiale;DECESF;26033206;6;1 an;45.0;48.870777, 2.370284
social;Créteil;ASSOCIATION INSTITUT PARMENTIER;750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;8 bis, rue Eugène Gonon – 77000 MELUN;MELUN;NC;IRTS PARIS IDF - Etablissement de Melun;8 bis, rue Eugène Gonon – 77000 MELUN;8 bis Eugène Gonon;77;77000;MELUN;Educateur Spécialisé;DEES;26033202;6;3 ans;70.0;48.52979, 2.65843
social;Paris;LPO LYC METIER D'ALEMBERT;750047961;LPO LYC METIER D'ALEMBERT;-;20 Sente des Dorées - 75019 PARIS;PARIS;0754889G;LPO D'ALEMBERT;20 Sente des Dorées 75019 PARIS;20 Sente des Dorées;75;75019;PARIS;Accompagnant éducatif et social;DEAES;56033207;3;1 an;20.0;48.888029, 2.393526
social;Paris;OGEC FENELON SAINTE MARIE LA PLAINE MONCEAU;0753873C;LYCEE FENELON SAINTE-MARIE LA PLAINE MONCEAU;-;9 boulevard de Courcelles - 75008 PARIS;PARIS;0754037F;Lycée Fénélon Sainte-Marie La Plaine Monceau;9 boulevard de Courcelles 75008 PARIS;9 boulevard de Courcelles;75;75008;PARIS;Conseiller en Economie Sociale et Familiale;DECESF;26033206;6;1 an;50.0;48.881085, 2.315946
social;Créteil;LYCEE POLYVALENT DE CACHAN;0940580V;LYCEE POLYVALENT DE CACHAN;-;63 avenue du Président Wilson - 94230 CACHAN;CACHAN;0940580V;Lycée Polyvalent de Cachan;63 avenue du Président Wilson - 94230 CACHAN;63 avenue du Président Wilson;94;94230;CACHAN;Conseiller en Economie Sociale et Familiale;DECESF;26033206;6;1 an;15.0;48.788677, 2.324775
sanitaire;Versailles;ACPPAV;910014539;ACPPAV;;;;;ACPPAV;;25 RUE HOCHE;91;91260;JUVISY SUR ORGE;Auxiliaire de puériculture (AP);;56033103T;4;1 an;41.0;48.686557, 2.380226
sanitaire;Paris;APHP - Picpus;750019069;APHP - Picpus;;;;;APHP - Picpus;;33 BOULEVARD PICPUS;75;75012;PARIS;Auxiliaire de puériculture (AP);;56033103T;4;1 an;70.0;48.843463, 2.401384
sanitaire;Paris;APHP - Picpus;750019119;APHP - Picpus;;;;;APHP - Picpus;;33 BOULEVARD PICPUS;75;75012;PARIS;Cadre de santé (CS);;;6;1 an;185.0;48.843463, 2.401384
sanitaire;Paris;APHP - PICPUS;750019028;APHP - PICPUS;;;;;APHP - PICPUS;;33 BOULEVARD PICPUS;75;75012;PARIS;Sage-femme (SF);;36033111T;7;4 ans;44.0;48.843463, 2.401384
sanitaire;Versailles;CASH;920008299;CASH;;;;;CASH;;1 rue du 1er Mai;92;92000;NANTERRE;Auxiliaire de puériculture (AP);;56033103T;4;1 an;15.0;48.908478, 2.212569
sanitaire;Versailles;CH de Rambouillet;780009858;CH de Rambouillet;;;;;CH de Rambouillet;;5 RUE PIERRE ET MARIE CURIE;78;78120;RAMBOUILLET;Infirmier (IDE);;36033102T;6;3 ans;81.0;48.652326, 1.826848
sanitaire;Créteil;CH de Saint-Denis;930011689;CH de Saint-Denis;;;;;CH de Saint-Denis;;2 RUE DU DOCTEUR DELAFONTAINE;93;93200;SAINT-DENIS;Puériculture (Puer);;36033105T;6;1 an;43.0;48.936165, 2.372589
sanitaire;Versailles;CH de Versailles;780800405;CH de Versailles;;;;;CH de Versailles;;25 BOULEVARD SAINT-ANTOINE;78;78150;LE CHESNAY;Infirmier (IDE);;36033102T;6;3 ans;88.0;48.817291, 2.123825
sanitaire;Versailles;CH Victor DUPOUY - IFSI Camille CLAUDEL;950015651;CH Victor DUPOUY - IFSI Camille CLAUDEL;;;;;CH Victor DUPOUY - IFSI Camille CLAUDEL;;69 RUE DU LIEUTENANT COLONEL PRUDHON;95;95100;ARGENTEUIL;Aide soignant (AS);;56033102T;4;1 an;50.0;48.945799, 2.238735
sanitaire;Versailles;CH Victor DUPOUY - IFSI Camille CLAUDEL;950015651;CH Victor DUPOUY - IFSI Camille CLAUDEL;;;;;CH Victor DUPOUY - IFSI Camille CLAUDEL;;69 RUE DU LIEUTENANT COLONEL PRUDHON;95;95100;ARGENTEUIL;Infirmier (IDE);;36033102T;6;3 ans;94.0;48.945799, 2.238735
sanitaire;Versailles;CHI de Meulan les Mureaux - CHIMM (GHT 78 nord);780000428;CHI de Meulan les Mureaux - CHIMM (GHT 78 nord);;;;;CHI de Meulan les Mureaux - CHIMM (GHT 78 nord);;1 RUE BAPTISTE MARCET;78;78250;MEULAN-LES MUREAUX;Psychomotricien (PSYCHO);;36033110T;5;3 ans;25.0;49.011517, 1.926293
sanitaire;Versailles;CHI de Poissy St Germain en Laye - CHIPS (GHT 78 nord);780009809;CHI de Poissy St Germain en Laye - CHIPS (GHT 78 nord);;;;;CHI de Poissy St Germain en Laye - CHIPS (GHT 78 nord);;10 RUE CHAMP GAILLARD;78;78300;POISSY;Aide soignant (AS);;56033102T;4;1 an;40.0;48.918257, 2.023594
sanitaire;Paris;CRF école de la CROIX ROUGE FRANCAISE;750814337;CRF école de la CROIX ROUGE FRANCAISE;;;;;CRF école de la CROIX ROUGE FRANCAISE;;98 RUE DIDOT;75;75014;PARIS;Infirmier (IDE);;36033102T;6;3 ans;188.0;48.829878, 2.317937
sanitaire;Paris;CRF école de la CROIX ROUGE FRANCAISE - IRFSS institut régional de formation sanitaire et sociale d'Ile de France de la CRF;750814337;CRF école de la CROIX ROUGE FRANCAISE - IRFSS institut régional de formation sanitaire et sociale d'Ile de France de la CRF;;;;;CRF école de la CROIX ROUGE FRANCAISE - IRFSS institut régional de formation sanitaire et sociale d'Ile de France de la CRF;;98 RUE DIDOT;75;75014;PARIS;Aide soignant (AS);;56033102T;4;1 an;65.0;48.829878, 2.317937
sanitaire;Paris;EFOM - Boris DOLTO;750018418;EFOM - Boris DOLTO;;;;;EFOM - Boris DOLTO;;118 BIS RUE DE JAVEL;75;75015;PARIS;Pédicure Podologue (PP);;;5;3 ans;100.0;48.843356, 2.287277
sanitaire;Paris;"fondation de l'oeuvre de la CROIX SAINT SIMON - FOCSS - IFAP Paris Croix Saint Simon
reprise du lycée rabelais 09.22";750712341;"fondation de l'oeuvre de la CROIX SAINT SIMON - FOCSS - IFAP Paris Croix Saint Simon
reprise du lycée rabelais 09.22";;;;;"fondation de l'oeuvre de la CROIX SAINT SIMON - FOCSS - IFAP Paris Croix Saint Simon
reprise du lycée rabelais 09.22";;158 rue de Bagnolet;75;75020;PARIS;Auxiliaire de puériculture (AP);;56033103T;4;1 an;45.0;48.862781, 2.407233
sanitaire;Versailles;GHNE - Groupe Hospitalier Nord Essonne (IFPM);910805159;GHNE - Groupe Hospitalier Nord Essonne (IFPM);;;;;GHNE - Groupe Hospitalier Nord Essonne (IFPM);;8 BIS RUE MAURICE;91;91160;LONGJUMEAU;Infirmier (IDE);;36033102T;6;3 ans;130.0;48.694114, 2.287379
sanitaire;Créteil;INFA;;INFA;;;;;INFA;;11 rue Alfred Nobel;77;77420;CHAMPS SUR MARNE;Auxiliaire de puériculture (AP);;56033103T;4;1 an;34.0;48.837776, 2.589119
sanitaire;Versailles;lycée Etienne Jules Marey;920013828;lycée Etienne Jules Marey;;;;;lycée Etienne Jules Marey;;154 RUE DE SILLY;92;92100;BOULOGNE BILLANCOURT;Auxiliaire de puériculture (AP);;56033103T;4;1 an;44.0;48.832176, 2.23377
sanitaire;Créteil;lycée Gutenberg;;lycée Gutenberg;;;;;lycée Gutenberg;;16 RUE DE SAUSSURE;94;94000;CRETEIL;Aide soignant (AS);;56033102T;4;1 an;36.0;48.769743, 2.47117
sanitaire;Créteil;lycée Gutenberg;;lycée Gutenberg;;;;;lycée Gutenberg;;16 RUE DE SAUSSURE;94;94000;CRETEIL;Auxiliaire de puériculture (AP);;56033103T;4;1 an;24.0;48.769743, 2.47117
sanitaire;Versailles;lycée Jean Jaurès;;lycée Jean Jaurès;;;;;lycée Jean Jaurès;;280 AVENUE JEAN JAURES;92;92290;CHATENAY-MALABRY;Auxiliaire de puériculture (AP);;56033103T;4;1 an;44.0;48.767461, 2.255659
sanitaire;Versailles;lycée Louis Dardenne;;lycée Louis Dardenne;;;;;lycée Louis Dardenne;;25 RUE LOUIS DARDENNE;92;92170;VANVES;Aide soignant (AS);;56033102T;4;1 an;0.0;48.820023, 2.287844
sanitaire;Versailles;OPS - Œuvre du Perpetuel Secours - institut hospitalier franco-britanique (IHFB);920024338;OPS - Œuvre du Perpetuel Secours - institut hospitalier franco-britanique (IHFB);;;;;OPS - Œuvre du Perpetuel Secours - institut hospitalier franco-britanique (IHFB);;4 RUE KLEBER;92;92800;PUTEAUX;Auxiliaire de puériculture (AP);;56033103T;4;1 an;65.0;48.879917, 2.235783
social;Versailles;ANIMATION 94 SAS FORMATION CONSEIL ET AUDIT;940020167;ANIMATION 94 SAS FORMATION CONSEIL ET AUDIT;Animation 94 SAS FCA;1 Rue du Moutier, 94190 Villeneuve-Saint-Georges;VILLENEUVE SAINT GEORGES;NC;ANIMATION 94 SAS FCA;3 avenue des Lots Communaux 92230 GENNEVILLIERS;3 avenue des Lots Communaux;92;92230;GENNEVILLIERS;Accompagnant éducatif et social;DEAES;56033207;3;1 an;34.0;48.934593, 2.293277
social;Versailles;SAUVEGARDE DE L'ENFANT, DE L'ADOLESCENT ET DE L'ADULTE EN YVELINES;780801064;BUC RESSOURCES;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;BUC;0783192W;BUC RESSOURCES;1 bis rue Louis Massotte - 78530 BUC;1 bis rue Louis Massotte;78;78530;BUC;Moniteur éducateur;DEME;46033202;4;2 ans;35.0;48.774267, 2.127061
social;Paris;ASSOCIATION POUR LA GESTION DU CENTRE DE FORMATION SAINT-HONORE;750814592;CENTRE DE FORMATION SAINT-HONORE;STHO;42-44 rue de Romainville - 75019 PARIS;PARIS;0754908C;CENTRE DE FORMATION SAINT-HONORE;42-44 rue de Romainville - 75019 PARIS;42 rue de Romainville;75;75019;PARIS;Educateur Jeunes Enfants;DEEJE;26033203;6;3 ans;145.0;48.877399, 2.400625
social;Paris;ASSOCIATION POUR LA GESTION DU CENTRE DE FORMATION SAINT-HONORE;750814592;CENTRE DE FORMATION SAINT-HONORE;STHO;42-44 Rue de Romainville – 75019 PARIS;PARIS;0754908C;CENTRE DE FORMATION SAINT-HONORE;42-44 rue de Romainville - 75019 PARIS;42 rue de Romainville;75;75019;PARIS;Educateur Spécialisé;DEES;26033202;6;3 ans;50.0;48.877399, 2.400625
social;Paris;AEFPP - ASSOCIATION ECOLE DE FORMATION PSYCHO-PEDAGOGIQUE;750814253;ECOLE DE FORMATION PSYCHO-PEDAGOGIQUE;EFPP;24-26 Rue Louis Armand - 75015 PARIS;PARIS;0753696K;EFPP;24-26 Rue Louis Armand - 75015 PARIS;24 Rue Louis Armand;75;75015;PARIS;Educateur Jeunes Enfants;DEEJE;26033203;6;3 ans;55.0;48.832758, 2.277335
social;Paris;ASSOCIATION DES SURINTENDANTES D'USINES ET DE SERVICES SOCIAUX;750814527;ECOLE SUPERIEURE DE TRAVAIL SOCIAL;ETSUP;Tour Maine Montparnasse - 33 avenue du Maine - 75015 PARIS;PARIS;0753602H;Ecole Supérieure de Travail Social;Tour Maine Montparnasse - 33 avenue du Maine - 75015 PARIS;33 avenue du Maine;75;75015;PARIS;Assistant de Service Social;DEASS;26033205;6;3 ans;90.0;48.842274, 2.32124
social;Paris;ASSOCIATION DES SURINTENDANTES D'USINES ET DE SERVICES SOCIAUX;750814527;ECOLE SUPERIEURE DE TRAVAIL SOCIAL;ETSUP;Tour Maine Montparnasse - 33 avenue du Maine - 75015 PARIS;PARIS;0753602H;Ecole Supérieure de Travail Social;Tour Maine Montparnasse - 33 avenue du Maine - 75015 PARIS;33 avenue du Maine;75;75015;PARIS;Educateur Technique Spécialisé;DEETS;26033204;6;3 ans;20.0;48.842274, 2.32124
social;Versailles;GRETA DE L'ESSONNE / LPO LYCEE METIER DOISNEAU (CORBEIL ESSONNE);-;GRETA DE L'ESSONNE / LPO LYCEE METIER DOISNEAU;GRETA DU 91;"Lycée Robert Doisneau 
89 Avenue Serge Dassault 91100 Corbeil-Essonnes";CORBEIL ESSONNES;0910620E;Lycée Jean-Paul BELMONDO;23 avenue de la Division Leclerc 91290 ARPAJON;23 avenue de la Division Leclerc;91;91290;ARPAJON;Accompagnant éducatif et social;DEAES;56033207;3;1 an;18.0;48.596622, 2.246206
social;Versailles;GRETA DU VAL D'OISE / LYCEE POLYVALENT GUSTAVE MONOD;-;GRETA DU VAL D'OISE / LYCEE POLYVALENT GUSTAVE MONOD;GRETA DU 95;71 avenue de Ceinture 95880 ENGHIEN LES BAINS;ENGHEIN LES BAINS;0950688G;Lycée Virginia HENDERSON;100 avenue Charles Vaillant 95400 ARNOUVILLE;100 avenue Charles Vaillant;95;95400;ARNOUVILLE;Accompagnant éducatif et social;DEAES;56033207;3;1 an;26.0;48.985437, 2.407255
social;Créteil;"GRETA MTI 93 / LP LYC METIER HELENE BOUCHER
devient le 
GRETA SEINE-SAINT-DENIS / LYCEE GUSTAVE EIFFEL";930817105;GRETA SEINE-SAINT-DENIS / LYCEE GUSTAVE EIFFEL;GRETA MTI 93;16 chemin de la Renardière - 93220 Gagny;GAGNY;0750714U;".Lycée Hélène BOUCHER
. Lycée Lucie AUBRAC";".70 Avenue Gilbert Berger - 93290 Tremblay-en-France (site principal)
. 51 rue Victor Hugo - 93500 Pantin (site annexe)";70 Avenue Gilbert Berger;93;93290;TREMBLAY EN France;Accompagnant éducatif et social;DEAES;56033207;3;1 an;60.0;48.950333, 2.578836
social;Versailles;AGIRFASE;910814136;INSTITUT DE RECHERCHE ET DE FORMATION A L'ACTION SOCIALE;IRFASE;5 Terrasses Agora - 91034 EVRY;EVRY CEDEX;0912154X;IRFASE;5 Terrasses Agora - 91034 EVRY;5 Terrasses Agora;91;91000;Évry-Courcouronnes;Educateur Jeunes Enfants;DEEJE;26033203;6;3 ans;45.0;48.626438, 2.431824
social;Versailles;FONDATION ITSRS;920806890;IRTS IDF MONTROUGE - NEUILLY/MARNE;IRTS IDF;1 rue du 11 Novembre 92120 MONTROUGE;MONTROUGE;0922116A;IRTS IDF MONTROUGE - NEUILLY/MARNE - Site de Montrouge;1 rue du 11 Novembre 92120 MONTROUGE;1 rue du 11 Novembre;92;92120;MONTROUGE;Assistant de Service Social;DEASS;26033205;6;3 ans;30.0;48.820512, 2.316937
social;Paris;ASSOCIATION INSTITUT PARMENTIER;750826356;IRTS PARIS IDF PARMENTIER;IRTS PARMENTIER;145 avenue Parmentier - 75010 PARIS;PARIS;0754696X;IRTS PARIS IDF - Etablissement de Paris;145 avenue Parmentier - 75010 PARIS;145 avenue Parmentier;75;75010;PARIS;Accompagnant éducatif et social;DEAES;56033204;3;1 an;60.0;48.870777, 2.370284
